cust_cd,data_dt,casa_bal,term_deposit_bal,toi_amt
bb6d165c-e119-4f72-a184-86407414fe6d,20240101,45806693,0,85368
75a16297-d906-4cf2-8b72-e20318a6df5c,20240101,13183661,50000000,444382
a109b8c4-957d-4ef7-93e6-04ea2144ed66,20240101,66434429,100000000,849422
6a1aaff5-bc35-4f38-b73c-5192dfb4a69e,20240101,21405245,0,615843
e1c5cfa1-ef1a-485c-8870-28472ea46976,20240101,43285110,100000000,292329
e985cf9c-be8d-4acd-9db4-cca72a28e53c,20240101,19767093,50000000,420760
ec687fd9-15b6-4040-8799-bb445c14b8d9,20240101,54848358,100000000,706694
8fafaf37-c935-4846-8faa-5c7731af54f1,20240101,11605345,100000000,973260
f338aef8-b82c-4379-b266-c439264e54cc,20240101,2310685,100000000,893138
a35f90d4-ff2a-46ca-83e9-acaa6d8b1994,20240101,5113163,0,342432
836538f0-17ff-430c-a734-0e5321f3caf1,20240101,95425844,100000000,998197
e0f5f046-2e13-4230-895d-42ac6c2182c3,20240101,14228621,0,3504
0f923569-678b-4f02-8ec3-3d0dbf684ed3,20240101,70847825,50000000,27629
28952d6f-e949-4e37-a5b7-9191573c046e,20240101,6792620,50000000,823840
51ce4bc7-5475-4210-80e5-149e1b94cb8d,20240101,10816035,100000000,199462
40033365-c27e-4202-ada2-f6f2173b4831,20240101,50887625,0,60769
be0ea0b0-2e2f-4408-8a9c-bf8b0f53af6c,20240101,46487093,50000000,237148
b9882d47-5407-452e-8389-902c619e6a81,20240101,95158030,0,426100
9d5abe00-1405-4e77-9652-373ca1baa3c1,20240101,94483545,0,730566
9b8533a2-4b19-4b14-b1b2-cbaeae6dd867,20240101,77960864,100000000,624335
e2817a68-a106-4026-b013-bd20ea18bc08,20240101,60210183,100000000,237621
21ad16dd-ae88-4ba1-b2d8-53f5cd80648b,20240101,45496031,0,503270
1440894e-27d2-450d-af7f-ad5fb930521a,20240101,35617853,0,926214
db5d9839-7eb7-4fd7-8c4f-a7eeb312b695,20240101,94708754,100000000,815007
09729e88-4e69-485e-adf1-22e07037bf5b,20240101,60290881,0,323189
1727415e-340c-4ee8-b496-f0ad874178b4,20240101,57907252,100000000,982264
09717a47-66d3-4d02-a653-f9eb2327492a,20240101,23190112,0,708620
4aad3513-f64b-44bd-8ac3-ac1dececd3d9,20240101,4669781,100000000,62449
41de1698-1f62-4077-a609-4daa4ff5d27a,20240101,94518857,0,35160
b43bd3ca-2e11-4f1f-9149-606539ad4bfd,20240101,31373525,100000000,168407
46b99265-e501-45f8-ab80-fd5783e0b67f,20240101,44258902,0,727855
4c9731fe-52de-46b3-a770-a82c390faf16,20240101,11463994,50000000,183738
6745bdd0-458b-4929-8e3b-c9f503b3cd5d,20240101,83692432,50000000,511486
f081b945-7574-466e-a410-d085d96329f0,20240101,2763183,0,93260
b8983d6d-158f-4e05-a706-355540f19194,20240101,83399076,50000000,920886
b35f41b8-b746-40ea-ad17-185a9b5d0619,20240101,14028501,0,343960
44feb979-7125-46fc-8268-6088cad012c3,20240101,88656411,0,908132
aef97539-0562-41e0-a38b-cf07da3de659,20240101,72977263,50000000,944875
de601abf-4d35-4346-bce3-28fde2ceabe7,20240101,16467026,0,6128
0f775de0-cf72-4950-a864-c032f5f64783,20240101,56581799,100000000,464135
00b2d08c-90c8-4ff3-bb11-3d3db32158a0,20240101,31265631,0,24656
661f9050-dd65-4155-9e55-f48a2ae42917,20240101,17823309,0,908692
54b9a81a-6864-4cbe-a487-626dd3ecb4f0,20240101,85918219,50000000,518407
0cb856d8-0682-4ee9-8404-dc2aa81dbeab,20240101,40352276,100000000,74944
d1f63a63-0be4-4e05-bb61-3c7f3e5befa3,20240101,39854371,0,110276
beea0af2-beab-4fc8-9e7a-b23950bb16e0,20240101,16988667,0,383509
a3f234ab-14c1-4d6b-bd71-d8315389b58a,20240101,38306567,0,940234
9562ebe0-1e1d-4a56-90a5-8e4557201174,20240101,87161684,0,692909
913c2435-5d5c-40fa-9989-ab0f81366939,20240101,36312871,0,867618
d175c169-964f-4dd9-9f83-79efdbdacfd2,20240101,95160356,0,366456
874aae77-d2fe-422a-a5ef-b4dd4bb6da05,20240101,94630889,100000000,43213
de35f7ed-ebb9-4103-ae01-55c3f1e4a795,20240101,14489865,100000000,974317
8f6ceb64-9970-4840-b995-10018812455f,20240101,17731125,0,17172
ebcd3ba4-b377-4db5-abb2-d27a387bf1d1,20240101,86267407,0,947651
eadf5894-f307-435c-a639-6267b03ae363,20240101,39276091,50000000,368677
8346ef71-572f-4a65-a604-045fa5014736,20240101,437398,100000000,10090
f698f1ea-eba0-4e84-9915-7f70287a20e4,20240101,27387181,100000000,689157
aa103e36-ca1f-4c92-afb8-3a7fb1232f3f,20240101,59762899,0,980540
613bc94f-cfcc-40d5-9ea8-850b9b5838f3,20240101,79926596,100000000,965625
292a0ec8-e56d-464c-878c-484f45f84a12,20240101,13338861,100000000,160937
a7e3f63b-ac30-4038-8aa3-6bfe3a144638,20240101,11054136,50000000,181247
3104cc6d-88b2-478d-a81a-3428101bc0ff,20240101,92209265,50000000,565538
3137642e-535f-4694-b6ef-510b4d5f4f85,20240101,75114836,100000000,637304
e381f175-b53b-4f0b-bc3e-045e90a18ad7,20240101,58977960,100000000,739417
dd7a2b86-94b3-4e2e-a67a-136a22f9a661,20240101,76918678,100000000,181050
eb181737-aa1d-4242-a8a8-70e02a76b5eb,20240101,42885436,0,959007
e58793c5-9c22-41ed-969f-dbd310c194ab,20240101,75845574,50000000,638739
74bfbfc1-9308-4dba-b5d2-3a933e6e8f83,20240101,37180299,0,847046
7cfe56e3-c021-4ebf-9485-db46793e171c,20240101,24409457,50000000,540065
a9339acf-c243-47fc-b404-c04d82e790d1,20240101,72901342,50000000,414276
f77a8761-191f-49ad-81d9-71c58d0ba7b8,20240101,41967229,50000000,977182
643ad0d9-5060-430f-b3fb-6a2fc831c355,20240101,98137710,100000000,582121
20ddd090-e439-4fe8-9326-729c7214dd5b,20240101,34948518,50000000,866873
857f2b1c-46bc-46fb-8616-41713fec4421,20240101,92172742,0,953292
70f2faec-1425-40d5-a7d6-5cae80036dcd,20240101,93296254,50000000,675354
f5805f0c-5b49-4495-866f-a18bbcaacef1,20240101,24185294,0,548938
ad2838aa-ce1e-479c-824d-93b246c5c685,20240101,79822118,50000000,3510
307bf7b9-4039-4d52-b0d0-c7be6f0a3802,20240101,43307450,50000000,40019
70625768-2c4a-46c3-9270-7fe1413adb33,20240101,91752472,100000000,200851
e2ae8e83-f67c-40f0-9c98-74a9d8206c2c,20240101,45012427,0,186008
55911c4e-d448-48c1-ae5b-b005c29fd418,20240101,74430371,50000000,254758
403e4748-b013-469a-a2c4-911f2d23aaf2,20240101,46696740,50000000,304934
3f1199ae-d985-456e-84d1-ad2abf9e22c2,20240101,22780075,0,360065
893ebbe0-ec47-4fa7-b80e-5eca2598033e,20240101,19935012,50000000,420537
b8a3447c-fc1e-4d8c-9bd1-ef558cbee6db,20240101,42543119,100000000,98866
e7c21f49-a7cb-4ac7-8f5a-7be9f2296caf,20240101,75549465,0,42361
3cba501d-96a1-400b-a8ba-803472a7b10a,20240101,60507148,100000000,673944
92b49e75-f51f-4f17-94e4-31075c9551e2,20240101,68862928,0,537334
39407ec9-ed32-48e1-b54d-08bdf902b40c,20240101,28232635,0,444144
6ac558ab-a3e6-442d-b3f9-ecdaa9d6401e,20240101,48143534,0,634439
381a4976-1360-4e60-b51b-f4b6b1f57aa1,20240101,4439526,50000000,827679
340ee6d3-7ab2-4e43-8323-478fcf71ab2a,20240101,81753241,0,427692
dac1fb7b-fe0a-4965-abd7-0f6e19c37bb3,20240101,98989216,0,641119
b6dd5843-8d9a-45f3-9001-3880d5fb9c9c,20240101,40687906,0,953572
ccc81938-8010-427e-9907-5b72212376a5,20240101,1096365,100000000,839624
071214e3-ec2a-4c1e-9221-fddf5888054a,20240101,16979263,0,426000
e7353d5e-d61c-4203-9c61-c2871acb18b2,20240101,65252687,50000000,644716
c0ba8ab8-849a-478c-badc-0555d6c200e6,20240101,61207931,0,177070
4eff03c4-2f05-4bb1-af5e-b05adc644dd8,20240101,78786471,0,560522
dfe0d593-a5dc-453e-88d7-83bd64d6d752,20240101,25388401,100000000,981328
00d38a51-b960-48cb-9ca1-f5099d633084,20240101,76363191,50000000,518315
49b81dcd-a809-43c1-b09c-4a16bbdfa677,20240101,68798402,50000000,927638
3a316a35-9c67-476a-8281-a453c097ac53,20240101,32281449,50000000,407334
f9eb8402-4311-4fbd-a7b0-549990a66b58,20240101,54548814,0,998844
d238c8ec-8cdf-488e-a3ca-75559998d442,20240101,14727380,0,579220
7387fe4e-4e42-4478-8317-aa2a0604fec5,20240101,45256450,50000000,42268
6db6e653-fd58-4320-8e1e-87d92e176350,20240101,88119733,50000000,586754
b1d29adf-5359-4379-bce3-fbb1f7b74a1e,20240101,42119137,100000000,274572
8872457a-650f-4e84-82a8-912101dbab3b,20240101,83956670,50000000,32481
5f91c603-afd8-4df6-afe0-828661e5ba1e,20240101,59025336,0,820853
3b6d067b-ba45-49d3-a0a3-0f7d114ed409,20240101,19187671,0,275729
20bb1006-e6ed-4034-953a-a071347f86ca,20240101,58110624,0,796548
a5241458-76b5-4a4c-8080-7f1cc9a8489e,20240101,50598332,100000000,288217
3fa6f1d0-cd9f-4be8-a877-1f323570f2fe,20240101,39864133,50000000,194326
2a427724-a021-4c9e-bca5-0409675d4463,20240101,11963043,0,973935
ebdc7985-4249-4802-aa29-92f519bba4da,20240101,41670866,100000000,361645
c1c73188-800d-4e76-b0d5-574efdf3bf76,20240101,7276237,100000000,601376
e3e04ed1-ada2-4763-bab1-40a4ba6347b1,20240101,9876905,0,609981
0e0e7527-a06a-455d-a4c0-4fc4986a0fde,20240101,41591653,100000000,560473
84cd8e8c-6bb9-4d7d-9a9e-e7ce5581ed94,20240101,30538148,100000000,914695
7a14a929-5c15-4c75-87d8-c7ee0eda1ecc,20240101,92554432,0,674441
68b47d3c-dfb1-49bd-bbba-e4657ac35b60,20240101,37570580,100000000,403733
fe19147f-64ef-4423-a234-d3d4e9412bec,20240101,75785812,0,862380
8e79d58d-5688-4188-9f82-48c15192dc48,20240101,53024752,0,181062
192f7d29-0949-4478-a3fd-31e42c7b72da,20240101,70408566,100000000,544236
579c85bd-21c2-4768-a0d7-66116f1bec7a,20240101,26011598,0,950550
9f788e67-d334-4f41-82fc-f3852f8c094b,20240101,94190497,0,625397
9bcab5ef-150a-455f-affe-956f49c49915,20240101,53008849,50000000,816968
5d286a08-7168-4316-8ef5-2510682a9ca2,20240101,83132407,0,653560
fb279d98-50e5-437c-a9f5-2a36fe11c3d4,20240101,36504569,50000000,839370
44d6140c-5a5b-4a8e-8ed6-033eb15617b3,20240101,10021134,50000000,944487
86e3f68b-48da-47ff-b1ae-bbc7a28d9dc4,20240101,67371164,50000000,272921
f20f31f4-8a91-4dff-ab18-fff3f363f62a,20240101,775964,50000000,169661
bfedb1d0-ebde-4c62-96d1-ec394cc2d483,20240101,47529297,100000000,483990
546fdf7e-d428-44b2-9be9-4c0b3b3c8f66,20240101,19280190,100000000,701862
2fdb03b2-ff64-4d16-9571-7231942490b1,20240101,62737550,0,227191
fe362b08-971c-46c9-b703-48386dfd8515,20240101,97941987,0,4101
4f5349fc-4a40-4ac2-8d58-6241b4427216,20240101,46440290,0,342935
8e29c858-bbaa-4ccb-aed6-68eb9f8c56e5,20240101,81749825,100000000,968859
3422ad61-003c-45fe-8e73-20cd83d2473d,20240101,50778418,50000000,694967
176e5b8e-c0e8-40fb-b625-58272e751357,20240101,49584003,100000000,401325
5b71c428-ddd3-4753-a14c-cd2dc3c5c867,20240101,93042349,100000000,192576
38901bdf-1160-484f-8ec4-15b5f2298c66,20240101,88996586,0,356089
b6978639-f38b-4ce8-ab33-32b8ffab8a31,20240101,78580046,0,169839
692b3ed5-b5b7-4163-bb85-90baf0c34f5f,20240101,29625575,0,106305
5f6992b1-746f-4cb4-9f42-bf03b550befd,20240101,54500841,50000000,906742
0614faeb-b2a5-46cd-9d4d-00e63767420b,20240101,22389723,50000000,997650
d5e386ea-1fce-4963-bba7-64b6dcdf3072,20240101,44391669,100000000,164114
82be488e-2dad-4dc1-8af3-0deb2b7b4079,20240101,48421306,50000000,54522
33b651b1-6a77-4076-9ffe-83f10ed5d958,20240101,83164004,0,329731
d4954027-7d03-407a-a129-8d81f8770d9a,20240101,89602836,50000000,461659
c839666c-0551-42cc-a62b-fffc1b64de1b,20240101,41462006,50000000,204821
c6360b8f-fb05-4c94-89aa-7c49ae937591,20240101,1770444,50000000,301424
cdfc4b01-be29-4f7f-a787-76a1193fe8fb,20240101,86177383,50000000,200870
0e7f5f0b-6a02-41fe-94e3-673a217b834d,20240101,17427867,0,774260
e80742dd-4078-4184-b46d-947ead1ed281,20240101,62188196,0,712577
2aa8684a-4b42-4baf-9c18-490271e17f56,20240101,2497090,100000000,634951
3b49562c-5f4c-4fec-9838-d679b2f2e851,20240101,39950647,100000000,387217
53103d9e-1f5d-4032-9d24-2cda074eefad,20240101,98596030,100000000,909040
7cd24722-75f5-4075-a466-b799fd05f1fa,20240101,10069360,50000000,969532
aa91c1c2-e9a5-48e0-aedd-d01023d2fe7f,20240101,42369315,50000000,173639
9969af48-979b-4662-aa98-33ab183f00af,20240101,30714995,0,223012
7ddeb233-93fb-4ded-b897-6cefe5996a3c,20240101,90508812,100000000,525631
a4636592-c66e-4e6d-98e9-1ec330941fe6,20240101,86934010,0,91250
998b2c1b-1a9c-46ae-a06f-e8036c8282b0,20240101,23769876,100000000,436448
3cb06cdf-3769-42d3-bb1e-39f7ee0de08b,20240101,8118778,100000000,581791
271a39ef-6e97-4bc6-be0c-a108504072a2,20240101,62713839,100000000,522073
523e623b-529c-4307-a825-6a7ef3f4eac0,20240101,33636871,50000000,330908
ce674a96-a98f-40ca-b650-bb243d2a4f6c,20240101,67208439,100000000,542445
56bf86d4-2cb0-4e8a-960f-5ea328a069a9,20240101,3211975,100000000,958800
0610b8d9-615b-4dee-be49-c033d198e615,20240101,13339923,50000000,206017
3cb52d1b-79d2-4926-9848-06fe981f047d,20240101,68637223,100000000,654831
accbcfe8-d8d8-430b-9f9b-af1aff1c4346,20240101,21237065,50000000,43396
5c4ee3e9-fe88-47f3-a876-cf8c0234ec81,20240101,85758767,50000000,66416
dc67f8fb-d20c-4f6a-a73d-7f7d797cd752,20240101,5859088,0,551828
ace3aafb-aae9-49ed-8fc6-364b61f9c921,20240101,21548198,50000000,104939
79bdf394-3800-437e-a3fc-e3b1ac885a8e,20240101,99856024,50000000,22346
38c605bd-0af9-4feb-b381-ec6dc4ba3546,20240101,43307610,50000000,171512
fcb13548-c963-4d99-aaff-0570e7c50c3d,20240101,70296566,100000000,564849
ef970976-81d7-4a1e-996a-849395b4ad37,20240101,18266304,0,703340
4b34d971-be25-43ed-a682-333aa877bbc2,20240101,60986873,100000000,202478
cac2246b-5054-4872-a610-85dbc9a694d6,20240101,72610606,50000000,668259
41890cb1-27dc-4ca7-8ae8-71b08db4c097,20240101,31447663,50000000,182476
1ccc35e6-60cd-451b-94f2-176ae6f3a5a6,20240101,82889711,0,613457
90a822b1-d3a8-45cb-ad7c-245518227a35,20240101,60341757,0,411959
38cbb143-a594-4ab8-beee-e923d64a1e0b,20240101,38912300,50000000,653799
b6af26ed-f35d-4bcb-94f4-6ce16e250b6a,20240101,55764239,50000000,995052
10725ceb-07c0-4825-beea-01da71c7b4b8,20240101,57676084,100000000,937816
bb1da9b3-6b13-4cc9-ae2c-30cdf189d300,20240101,16553529,50000000,4281
0b64f1cf-bf4a-46cb-98f2-0eee715bda53,20240101,40273236,100000000,885438
b155bcaf-602c-4dd3-bf54-6ff871ecb0e9,20240101,34343058,0,66490
aa1d3be6-31a6-4acf-a9ea-c161c226360e,20240101,40090272,100000000,953046
f17e6ed4-5717-4bf0-b5f4-b16c05ba879e,20240101,76111058,50000000,281825
747c1a41-75da-487d-9f1b-1d67bb21ad19,20240101,48253840,100000000,382034
e1e1e7b9-e84f-4a54-9f56-e41309d6a8c4,20240101,94031615,100000000,91638
7bd934f7-b1b6-422a-b2d3-9b80b9100895,20240101,29367641,0,112272
70418812-689a-423f-b408-8c84e9394f31,20240101,41570357,100000000,726740
da7497c8-ae2b-4462-af08-dd8b76a41cdf,20240101,78695681,50000000,944332
f649b1a1-c14f-47d0-8030-e2d369a5ce42,20240101,54602459,100000000,610748
c687e54d-9639-4747-8f3e-52c4ebbadf4d,20240101,54702814,100000000,715850
a97f7e6b-762b-42e4-9510-c541d1d0b7cd,20240101,5334016,100000000,761969
cce00ccd-b4f7-43b0-ab38-f8d863d79284,20240101,39859966,50000000,262814
f9b1a28d-7478-48b6-b0ec-1fe559150482,20240101,27073373,100000000,45229
a4d80781-59d2-41a3-88e2-4df23fe87cb0,20240101,99933512,50000000,1872
843053db-c7e7-4213-8610-1ee824ed949c,20240101,30835507,100000000,350649
3062e89e-c118-42ba-97e7-a729367b79ee,20240101,88449653,0,241464
9b632b59-c2cb-4430-80cb-dd2d9c779b97,20240101,67623373,0,62317
4a444c44-bb2c-4490-bfeb-11b04753046b,20240101,34091640,0,179528
e60c8913-6036-44cf-a83e-87b5056fc44e,20240101,54353437,50000000,124498
96b48561-0a83-43ab-8fdc-2391e24113e7,20240101,84053587,50000000,914878
f7a3164f-3d99-4864-82a0-2decf48a12c5,20240101,88336829,50000000,140267
936beab3-1f5a-4dfb-8412-2476910f6308,20240101,16039387,100000000,537648
c08a841d-7e94-446b-a1b1-22320d4e0d92,20240101,33957314,50000000,593105
bb6d4d6f-4d98-44d4-930e-8ae72c626b32,20240101,33522318,50000000,543489
87bb8969-21b2-4cfe-87cb-da76466a20a0,20240101,4204479,50000000,99056
a92e7a24-f5ff-4432-985b-7556b29861f7,20240101,59823775,50000000,318798
65f1a489-b3b1-4b93-b663-54b0f2f8d567,20240101,85482005,0,51270
841ad668-867a-49ce-b743-58b960096a84,20240101,38157438,100000000,395669
55130004-4fcb-4577-acea-9742f474dbdb,20240101,74003594,0,188598
9aa4ce80-a014-44ca-b314-943b9dadf3f1,20240101,62770041,100000000,561632
38b5bc99-87a2-4aff-93bc-71bc528a3137,20240101,37564873,100000000,692808
6aa30f5e-3367-4701-856a-16683b6f91ce,20240101,14105979,0,532119
a21b8cf6-2745-4feb-874f-a7a6c53cad80,20240101,70932385,50000000,434236
0f9df711-edcd-4a06-bd1c-9e60bd02599c,20240101,85456516,0,387333
384e78b2-c149-4c0c-b602-b83bf9665c50,20240101,68585449,100000000,841691
00e0df6b-e1f6-4efd-8271-446388746cad,20240101,1787848,100000000,219368
2d62776d-5ee2-4760-b5cf-0fa6ac85b50f,20240101,21623289,50000000,734218
439e54f3-35fd-41f9-ae9b-b1f37866b8de,20240101,6947998,0,757482
62ddcc96-c327-49d9-8e6d-c81fa14ff4c0,20240101,57038609,100000000,419200
0ea3e9d3-a9b0-419c-87d4-0eaa11020a59,20240101,75647767,0,297300
05a8cd95-50f6-4188-b432-312199857567,20240101,11057918,50000000,470541
36e2d27b-ec12-4789-b35d-1fc1a77923e1,20240101,83833782,50000000,93213
a5d1a265-f2b2-4ba1-b138-56d6efaf3f28,20240101,55550897,100000000,45930
6510d9c0-d5b4-4558-8c5a-0322d4196d51,20240101,68996901,50000000,111603
dbbbcfee-73fb-4711-83d9-c36e160fe685,20240101,97140184,100000000,187145
e989cd59-da71-4d41-930a-5705a970fe75,20240101,8368098,100000000,504176
3082c084-9e8c-4c4b-b3f0-721a09fa9aa1,20240101,90122402,50000000,849136
2ad25195-7c2a-4ba6-9643-362fca5572f5,20240101,12610269,50000000,235642
b63bec4e-70fb-46ad-9458-4249d8664c0b,20240101,39295880,0,935162
b9154617-a74d-4b06-a66d-1d0d052a5c51,20240101,85143869,0,954907
030cdbc2-55de-4318-ac94-92b49cce3032,20240101,90625423,100000000,958904
bb3d27dd-d2ea-43a8-a588-ae0e34362976,20240101,50637167,0,837562
a608ba8d-19d4-4c71-8efc-def2aea24ed8,20240101,59410463,100000000,363825
e2302532-00ab-485a-a3c9-2d73d9946320,20240101,70814733,50000000,72683
ed11bb2b-70ee-48e4-b99c-45be681fa51c,20240101,83275866,50000000,568818
deec281b-9e18-4960-93d2-83e6ce7962f5,20240101,12151116,0,558681
83f941f9-1e59-4466-9b7e-d399409628dc,20240101,81006930,100000000,849975
39e82f4e-2375-4137-80ed-77f612e55dff,20240101,48127615,100000000,995991
8118621d-7e74-4469-b366-65fdc1c4f069,20240101,45062342,0,508157
bc3c5005-5b7a-4b90-97ff-3a62b86fd967,20240101,42389975,100000000,345204
eb0b492c-6800-473b-9230-6e4f83093527,20240101,50921158,100000000,185901
8d97e4a5-abed-44ed-9d3e-766a81d6d0af,20240101,94505055,50000000,4799
1ed22235-4a38-4d93-9b15-3fbd338fdb60,20240101,54820377,100000000,509113
84fd2e95-fc65-4780-8dbc-60010eaa87c8,20240101,95317753,100000000,555518
2840234a-7180-48e1-8f5c-8c3bf238fb6c,20240101,18029013,100000000,824938
ca4e8c38-bfeb-4e7b-a2f1-165c26ea259b,20240101,72413597,0,504576
21c4d088-1550-4007-a0eb-28dc862db38b,20240101,81223953,0,916468
b3b08a06-8bca-4112-a8ba-2fa1b95ccdb6,20240101,67912883,0,628083
c90ffc46-db2f-44fb-a31d-684ff94e5e28,20240101,60692228,100000000,840336
9e3c7aae-6923-4877-b4ba-3ed667226e1c,20240101,56481278,100000000,148301
16fb7ae6-7872-4802-8e97-fd7c2b2a1ea0,20240101,86093048,0,855336
018e3ec1-44f0-41ee-ad1d-0d749c7f8485,20240101,82164659,0,675143
78707add-747f-4b9b-ad5f-f9eb5e6ee13e,20240101,12228872,100000000,170233
a6ac148d-9ce4-4b9a-bb78-29a06b16ec48,20240101,84858765,100000000,189763
9e98c6b4-0016-498e-82db-bb828c7ce182,20240101,41406861,50000000,926500
d4a48447-7b59-42c7-82c4-2f38b56db86c,20240101,25369682,0,32215
891fba2b-dcd7-4852-b141-ef7d43a0bee3,20240101,86976856,100000000,462534
3ec45a95-8e74-48c2-898f-d6fe5f7216fe,20240101,43202479,0,313475
761a7df0-8392-481b-a572-53896b645bbd,20240101,80836469,0,665077
ac0843cd-e395-4c45-9743-02f2f38e5877,20240101,26340361,0,839629
015e2e98-78e6-4b90-835c-f629936f4895,20240101,392932,50000000,360378
54ef301b-6286-4ed8-933e-867ce234104e,20240101,49545919,100000000,426902
cea6aa95-b3a6-4611-8559-533408513274,20240101,10022825,100000000,981917
393987d5-da3a-45ae-88e9-45c04e534119,20240101,75437595,0,783916
fe531779-78b5-454a-84e5-62859e3cf95c,20240101,27607513,100000000,897204
ad51baac-d831-411b-8bc8-58aa5f0ef6c5,20240101,44364564,50000000,438762
65e66646-4788-49f2-bb88-840d94d388d2,20240101,8703356,0,234076
2ecb4fd6-d370-451a-8d95-c7679a3bde66,20240101,28665924,50000000,411863
82cb1ccb-8111-4ea6-b0c4-f2e1b4d43264,20240101,78149024,50000000,716091
e40b9419-76b1-4483-9743-f84e2dc13968,20240101,15158791,100000000,109430
c4fbff9b-ef43-4e08-940c-7522d7b79700,20240101,64715956,100000000,270469
123864d5-172d-43f8-bedf-3eac8fa6762a,20240101,91742585,50000000,46635
ab1c3a6c-9cdd-4519-b342-be23cf5dad7c,20240101,67983675,100000000,432347
83648564-e4ae-4b98-aa42-6b2bdb8c018d,20240101,81102168,50000000,827445
7b9687c4-337a-4585-b4af-801ed73e0b50,20240101,10897162,50000000,24663
b3a5cfce-1ca3-4fc7-82cd-7cc6775fce0e,20240101,25073182,0,675323
8581778b-db73-4431-ada4-617a728e5006,20240101,89453885,50000000,932495
25d69ac9-3391-4dfc-ae85-1186d9ae2698,20240101,71510561,50000000,236927
034433d5-dc81-4f04-8994-98233e9cd343,20240101,63955382,100000000,693634
98889756-6063-4c35-a9f1-a8a4a36761a7,20240101,66376673,0,975101
eed79ac4-9a2f-4d7c-9e61-8a21fc510e76,20240101,41420055,100000000,962278
1ddcc866-72d2-48fd-a77c-724eb71b2b6c,20240101,4455663,0,234929
1d0c7d90-922d-4a5a-a4fb-e54031889609,20240101,78444154,100000000,100331
da435ba2-14b6-43f8-a7d9-8974ad0d524e,20240101,67871323,50000000,148282
e4399041-ba04-4166-8f63-1a866de3fa96,20240101,47280446,0,702035
44837295-eba2-43f0-a956-7deab5517424,20240101,89975961,0,725758
ba0ff6bd-b9aa-42fb-8821-46c84cf57376,20240101,33615966,0,674236
ad7ca218-47c1-48a7-8478-858d596a95cd,20240101,29432174,0,336078
f7a01265-6b5f-4d6f-9575-34baf2b568ba,20240101,87279632,100000000,169776
47b26560-9645-4928-8321-089ee61f224a,20240101,79698765,100000000,580761
59382036-1011-41e7-bf90-f86b1e21209d,20240101,51497981,0,483680
2fe989c6-482d-43c9-bf73-a92d7d7fa792,20240101,13073473,0,728834
5594c199-0404-4985-b6e4-c1cb5b1259ec,20240101,21507147,0,441360
53fcf90c-769d-4334-ab70-b792c8bf8748,20240101,65622799,100000000,338639
047b4fda-8594-4b97-9888-4ee6bbde02c6,20240101,38504123,0,293478
6411483a-812c-47bd-bab3-4bfa008e5917,20240101,83647319,0,211470
9e10ec35-d05c-4d24-980b-4beca8c80019,20240101,94995500,0,265746
9fb9474e-4b62-4de6-9fdc-d73bb020e8a0,20240101,80563692,100000000,94830
6e1de1fb-1a69-423a-b501-c8398db1cfff,20240101,37754542,50000000,346857
5e749f1c-40bd-4ca8-b567-82593403b839,20240101,78868642,50000000,36569
dacb2810-5458-475d-a6cc-260f4daa992c,20240101,35144167,100000000,186413
a210a5a4-56b6-41da-bb8a-3b1b4ee84a77,20240101,16710008,50000000,746770
28ff9b3f-a984-49c5-a7a5-9e8c510005a3,20240101,3339320,0,325468
e08035e2-8cf4-43d8-a0cf-123ba344f30b,20240101,38571671,0,668237
3fcf01fd-8513-40d2-aa1e-249ba0327211,20240101,90355930,100000000,716884
eeb4c2db-4d8b-4718-964f-0c22d318f7c9,20240101,23898658,100000000,581185
94d8bb6f-59f7-481d-b408-fb24bfa0b047,20240101,20651316,50000000,958697
110bef59-78b9-41f1-9274-f9281f8509ac,20240101,96982078,50000000,21439
5814ee49-4169-4a89-a961-760229debb90,20240101,2500411,0,738652
fa4fbec2-83a7-4791-ae33-c8936f7776ae,20240101,78578215,100000000,958786
a5f39b78-605b-44f6-b68d-57c0bde5434a,20240101,32136995,50000000,862271
fcf2558d-168f-4f93-b0ff-a536c7fc3127,20240101,3748795,50000000,167892
cfd7debe-6ee2-4ae8-932e-8f52e167d00f,20240101,91780254,0,326820
a6e9bb49-dad5-4480-89cd-1e0eef1d4d48,20240101,13964233,0,172451
c3fb445e-00c6-4806-bda8-5f604cd4b6bf,20240101,55177928,0,601308
edf4d49f-70dd-4e55-87af-f9c104179039,20240101,27405420,0,712187
79b7c188-781c-484a-b8a4-011aab314e24,20240101,6519280,50000000,317073
6c5add0e-da25-4253-b92f-cb2a09ea9ca6,20240101,4992248,100000000,539506
58f62b01-69ce-4e7b-9735-eabbe2fecb90,20240101,11555669,100000000,690920
bc51cea3-efec-430a-a131-74677da43796,20240101,7136701,0,421339
327ebfb8-fb92-4e4b-ac5f-2c5ab35fee89,20240101,76055811,0,854015
396ef196-c603-4760-b2e0-80535902a383,20240101,48556620,50000000,771549
b19c260e-6b0c-4794-9f35-c80b3882b0f8,20240101,34289209,0,64665
5cd99066-0a11-4da9-96f9-1b95f32a6be3,20240101,41836891,100000000,621125
cae694bb-b40f-456a-b121-e76f825ccc92,20240101,92894673,0,235325
483fb926-5d31-4a54-82e4-868ec684de99,20240101,91075181,100000000,557518
fc08781b-e0ec-4e5d-a102-6b7a26e64d34,20240101,71567648,0,956888
