card_id_hktmo,client_number_hktmo,lvl_1,lvl_2,lvl_3,lvl_4,from_date
CARD_0308,CIF_1308,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-07-27
CARD_0309,CIF_1309,Credit,Credit Infinite,Visa,None,2025-05-16
CARD_0310,CIF_1310,Credit,Credit Platinum Cashback,Visa,None,2025-11-12
CARD_0311,CIF_1311,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-12-26
CARD_0312,CIF_1312,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-08-04
CARD_0313,CIF_1313,Credit,Credit Gold,Visa,Privilege Customer,2025-09-28
CARD_0314,CIF_1314,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-10-01
CARD_0315,CIF_1315,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-04-09
CARD_0316,CIF_1316,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-02-09
CARD_0317,CIF_1317,Debit,Debit Classic,Visa,UUTIEN Customer,2025-11-30
CARD_0318,CIF_1318,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-01-29
CARD_0319,CIF_1319,Debit,Debit Digi,Visa,Privilege Customer,2025-11-26
CARD_0320,CIF_1320,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-11-16
CARD_0321,CIF_1321,Credit,Credit Gold,Visa,Privilege Customer,2025-04-23
CARD_0322,CIF_1322,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-04-30
CARD_0323,CIF_1323,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-04-15
CARD_0324,CIF_1324,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-10-08
CARD_0325,CIF_1325,Credit,Credit Gold,Visa,Privilege Customer,2025-05-07
CARD_0326,CIF_1326,Credit,Credit Platinum Cashback,Visa,None,2025-04-19
CARD_0327,CIF_1327,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-11-17
CARD_0328,CIF_1328,Credit,Credit Infinite,Visa,Privilege Customer,2025-05-15
CARD_0329,CIF_1329,Debit,Debit Digi,Visa,None,2025-06-08
CARD_0330,CIF_1330,Credit,Credit Gold,Visa,Privilege Customer,2025-07-16
CARD_0331,CIF_1331,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-01-21
CARD_0332,CIF_1332,Credit,Credit Gold,Visa,Privilege Customer,2025-05-01
CARD_0333,CIF_1333,Credit,Credit Gold,Visa,Privilege Customer,2025-05-29
CARD_0334,CIF_1334,Credit,Credit Signature Privilege,Visa,None,2025-05-23
CARD_0335,CIF_1335,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-07-08
CARD_0336,CIF_1336,Credit,Credit Gold,Visa,Privilege Customer,2025-03-12
CARD_0337,CIF_1337,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-03-21
CARD_0338,CIF_1338,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-05-17
CARD_0339,CIF_1339,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-09-18
CARD_0340,CIF_1340,Credit,Credit Platinum Cashback,Visa,None,2025-12-09
CARD_0341,CIF_1341,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-11-13
CARD_0342,CIF_1342,Credit,Credit Gold,Visa,Privilege Customer,2025-02-12
CARD_0343,CIF_1343,Credit,Credit Gold,Visa,None,2025-10-11
CARD_0344,CIF_1344,Credit,Credit Infinite,Visa,None,2025-09-24
CARD_0345,CIF_1345,Credit,Credit Gold,Visa,Privilege Customer,2025-05-23
CARD_0346,CIF_1346,Debit,Debit Digi,Visa,Privilege Customer,2025-03-02
CARD_0347,CIF_1347,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-04-24
CARD_0348,CIF_1348,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-01-08
CARD_0349,CIF_1349,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-03-29
CARD_0350,CIF_1350,Debit,Debit Privilege Signature,Visa,None,2025-08-25
CARD_0351,CIF_1351,Debit,Debit Classic,Visa,Privilege Customer,2025-04-07
CARD_0352,CIF_1352,Debit,Debit Classic,Visa,None,2025-01-14
CARD_0353,CIF_1353,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-05-04
CARD_0354,CIF_1354,Debit,Debit Classic,Visa,UUTIEN Customer,2025-09-15
CARD_0355,CIF_1355,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-11-16
CARD_0356,CIF_1356,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-09-11
CARD_0357,CIF_1357,Credit,Credit Infinite,Visa,Privilege Customer,2025-09-16
CARD_0358,CIF_1358,Credit,Credit Gold,Visa,UUTIEN Customer,2025-04-26
CARD_0359,CIF_1359,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-09-24
CARD_0360,CIF_1360,Debit,Debit Digi,Visa,None,2025-11-16
CARD_0361,CIF_1361,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-02-24
CARD_0362,CIF_1362,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-01-25
CARD_0363,CIF_1363,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-06-06
CARD_0364,CIF_1364,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-08-04
CARD_0365,CIF_1365,Debit,Debit Digi,Visa,None,2025-11-22
CARD_0366,CIF_1366,Credit,Credit Infinite,Visa,Privilege Customer,2025-04-24
CARD_0367,CIF_1367,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-12-16
CARD_0368,CIF_1368,Debit,Debit Digi,Visa,Privilege Customer,2025-09-04
CARD_0369,CIF_1369,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-05-06
CARD_0370,CIF_1370,Credit,Credit Infinite,Visa,Privilege Customer,2025-03-09
CARD_0371,CIF_1371,Debit,Debit Classic,Visa,None,2025-11-25
CARD_0372,CIF_1372,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-06-01
CARD_0373,CIF_1373,Debit,Debit Classic,Visa,UUTIEN Customer,2025-10-14
CARD_0374,CIF_1374,Debit,Debit Lotusmiles Virtual,Visa,None,2025-03-28
CARD_0375,CIF_1375,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-10-23
CARD_0376,CIF_1376,Debit,Debit Digi,Visa,None,2025-04-25
CARD_0377,CIF_1377,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-02-25
CARD_0378,CIF_1378,Debit,Debit Classic,Visa,UUTIEN Customer,2025-02-21
CARD_0379,CIF_1379,Credit,Credit Infinite,Visa,None,2025-08-26
CARD_0380,CIF_1380,Debit,Debit Digi,Visa,UUTIEN Customer,2025-12-26
CARD_0381,CIF_1381,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-08-12
CARD_0382,CIF_1382,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-02-25
CARD_0383,CIF_1383,Credit,Credit Signature Privilege,Visa,None,2025-05-06
CARD_0384,CIF_1384,Credit,Credit Signature Privilege,Visa,None,2025-06-23
CARD_0385,CIF_1385,Debit,Debit Classic,Visa,UUTIEN Customer,2025-04-26
CARD_0386,CIF_1386,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-05-19
CARD_0387,CIF_1387,Debit,Debit Classic,Visa,Privilege Customer,2025-06-29
CARD_0388,CIF_1388,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-10-19
CARD_0389,CIF_1389,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-10-15
CARD_0390,CIF_1390,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-06-21
CARD_0391,CIF_1391,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-08-14
CARD_0392,CIF_1392,Debit,Debit Privilege Signature,Visa,None,2025-02-04
CARD_0393,CIF_1393,Debit,Debit Digi,Visa,Privilege Customer,2025-02-10
CARD_0394,CIF_1394,Credit,Credit Platinum Cashback,Visa,None,2025-11-08
CARD_0395,CIF_1395,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-09-30
CARD_0396,CIF_1396,Credit,Credit Gold,Visa,None,2025-12-30
CARD_0397,CIF_1397,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-08-23
CARD_0398,CIF_1398,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-01-04
CARD_0399,CIF_1399,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-04-12
CARD_0400,CIF_1400,Credit,Credit Infinite,Visa,None,2025-11-24
CARD_0401,CIF_1401,Credit,Credit Gold,Visa,None,2025-07-07
CARD_0402,CIF_1402,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-08-29
CARD_0403,CIF_1403,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-08-10
CARD_0404,CIF_1404,Debit,Debit Digi,Visa,UUTIEN Customer,2025-08-25
CARD_0405,CIF_1405,Debit,Debit Digi,Visa,Privilege Customer,2025-05-10
CARD_0406,CIF_1406,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-01-07
CARD_0407,CIF_1407,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-11-15
CARD_0408,CIF_1408,Credit,Credit Platinum Cashback,Visa,None,2025-10-30
CARD_0409,CIF_1409,Debit,Debit Classic,Visa,UUTIEN Customer,2025-11-08
CARD_0410,CIF_1410,Debit,Debit Classic,Visa,UUTIEN Customer,2025-01-16
CARD_0411,CIF_1411,Debit,Debit Lotusmiles Virtual,Visa,None,2025-11-08
CARD_0412,CIF_1412,Credit,Credit Gold,Visa,None,2025-05-01
CARD_0413,CIF_1413,Credit,Credit Gold,Visa,None,2025-05-12
CARD_0414,CIF_1414,Credit,Credit Gold,Visa,None,2025-11-10
CARD_0415,CIF_1415,Credit,Credit Gold,Visa,Privilege Customer,2025-04-23
CARD_0416,CIF_1416,Debit,Debit Lotusmiles Virtual,Visa,None,2025-11-21
CARD_0417,CIF_1417,Debit,Debit Digi,Visa,Privilege Customer,2025-06-18
CARD_0418,CIF_1418,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-12-11
CARD_0419,CIF_1419,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-09-21
CARD_0420,CIF_1420,Credit,Credit Gold,Visa,UUTIEN Customer,2025-03-14
CARD_0421,CIF_1421,Credit,Credit Infinite,Visa,Privilege Customer,2025-04-10
CARD_0422,CIF_1422,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-06-09
CARD_0423,CIF_1423,Credit,Credit Signature Privilege,Visa,None,2025-08-06
CARD_0424,CIF_1424,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-02-15
CARD_0425,CIF_1425,Debit,Debit Privilege Signature,Visa,None,2025-02-16
CARD_0426,CIF_1426,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-07-31
CARD_0427,CIF_1427,Debit,Debit Classic,Visa,Privilege Customer,2025-04-10
CARD_0428,CIF_1428,Debit,Debit Classic,Visa,None,2025-10-04
CARD_0429,CIF_1429,Credit,Credit Signature Privilege,Visa,None,2025-02-26
CARD_0430,CIF_1430,Debit,Debit Digi,Visa,Privilege Customer,2025-04-17
CARD_0431,CIF_1431,Credit,Credit Infinite,Visa,None,2025-12-08
CARD_0432,CIF_1432,Credit,Credit Signature Privilege,Visa,None,2025-02-23
CARD_0433,CIF_1433,Debit,Debit Digi,Visa,UUTIEN Customer,2025-04-16
CARD_0434,CIF_1434,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-11-26
CARD_0435,CIF_1435,Credit,Credit Infinite,Visa,None,2025-07-28
CARD_0436,CIF_1436,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-06-08
CARD_0437,CIF_1437,Debit,Debit Digi,Visa,Privilege Customer,2025-06-04
CARD_0438,CIF_1438,Credit,Credit Signature Privilege,Visa,None,2025-10-30
CARD_0439,CIF_1439,Debit,Debit Digi,Visa,Privilege Customer,2025-11-12
CARD_0440,CIF_1440,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-08-10
CARD_0441,CIF_1441,Debit,Debit Privilege Signature,Visa,None,2025-01-09
CARD_0442,CIF_1442,Debit,Debit Lotusmiles Virtual,Visa,None,2025-09-26
CARD_0443,CIF_1443,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-12-31
CARD_0444,CIF_1444,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-03-02
CARD_0445,CIF_1445,Debit,Debit Classic,Visa,Privilege Customer,2025-07-30
CARD_0446,CIF_1446,Credit,Credit Gold,Visa,Privilege Customer,2025-07-11
CARD_0447,CIF_1447,Credit,Credit Infinite,Visa,None,2025-02-18
CARD_0448,CIF_1448,Credit,Credit Gold,Visa,Privilege Customer,2025-02-19
CARD_0449,CIF_1449,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-03-13
CARD_0450,CIF_1450,Debit,Debit Digi,Visa,Privilege Customer,2025-05-23
CARD_0451,CIF_1451,Credit,Credit Gold,Visa,UUTIEN Customer,2025-03-11
CARD_0452,CIF_1452,Debit,Debit Digi,Visa,None,2025-03-24
CARD_0453,CIF_1453,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-10-21
CARD_0454,CIF_1454,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-05-18
CARD_0455,CIF_1455,Credit,Credit Gold,Visa,UUTIEN Customer,2025-02-22
CARD_0456,CIF_1456,Debit,Debit Classic,Visa,UUTIEN Customer,2025-06-17
CARD_0457,CIF_1457,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-03-11
CARD_0458,CIF_1458,Credit,Credit Gold,Visa,None,2025-09-27
CARD_0459,CIF_1459,Debit,Debit Lotusmiles Virtual,Visa,None,2025-10-10
CARD_0460,CIF_1460,Credit,Credit Gold,Visa,None,2025-12-21
CARD_0461,CIF_1461,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-09-02
CARD_0462,CIF_1462,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-04-05
CARD_0463,CIF_1463,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-04-06
CARD_0464,CIF_1464,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-09-09
CARD_0465,CIF_1465,Debit,Debit Digi,Visa,None,2025-11-10
CARD_0466,CIF_1466,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-02-15
CARD_0467,CIF_1467,Debit,Debit Lotusmiles Virtual,Visa,None,2025-10-31
CARD_0468,CIF_1468,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-12-29
CARD_0469,CIF_1469,Credit,Credit Infinite,Visa,None,2025-04-03
CARD_0470,CIF_1470,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-11-11
CARD_0471,CIF_1471,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-08-12
CARD_0472,CIF_1472,Credit,Credit Infinite,Visa,None,2025-11-29
CARD_0473,CIF_1473,Debit,Debit Privilege Signature,Visa,None,2025-07-06
CARD_0474,CIF_1474,Credit,Credit Gold,Visa,None,2025-03-31
CARD_0475,CIF_1475,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-02-24
CARD_0476,CIF_1476,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-09-05
CARD_0477,CIF_1477,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-09-16
CARD_0478,CIF_1478,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-12-08
CARD_0479,CIF_1479,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-10-20
CARD_0480,CIF_1480,Debit,Debit Digi,Visa,None,2025-08-14
CARD_0481,CIF_1481,Debit,Debit Lotusmiles Virtual,Visa,None,2025-07-26
CARD_0482,CIF_1482,Credit,Credit Platinum Cashback,Visa,None,2025-05-06
CARD_0483,CIF_1483,Credit,Credit Gold,Visa,None,2025-10-25
CARD_0484,CIF_1484,Credit,Credit Gold,Visa,UUTIEN Customer,2025-03-27
CARD_0485,CIF_1485,Debit,Debit Digi,Visa,Privilege Customer,2025-03-06
CARD_0486,CIF_1486,Debit,Debit Digi,Visa,None,2025-07-31
CARD_0487,CIF_1487,Debit,Debit Classic,Visa,Privilege Customer,2025-06-15
CARD_0488,CIF_1488,Credit,Credit Gold,Visa,Privilege Customer,2025-07-14
CARD_0489,CIF_1489,Credit,Credit Platinum Cashback,Visa,None,2025-08-11
CARD_0490,CIF_1490,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-11-08
CARD_0491,CIF_1491,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-07-10
CARD_0492,CIF_1492,Debit,Debit Classic,Visa,None,2025-01-04
CARD_0493,CIF_1493,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-05-27
CARD_0494,CIF_1494,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-09-05
CARD_0495,CIF_1495,Debit,Debit Digi,Visa,None,2025-06-13
CARD_0496,CIF_1496,Debit,Debit Classic,Visa,None,2025-06-01
CARD_0497,CIF_1497,Debit,Debit Classic,Visa,UUTIEN Customer,2025-11-15
CARD_0498,CIF_1498,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-09-17
CARD_0499,CIF_1499,Credit,Credit Gold,Visa,Privilege Customer,2025-09-06
CARD_0500,CIF_1500,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-01-12
CARD_0501,CIF_1501,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-06-01
CARD_0502,CIF_1502,Credit,Credit Infinite,Visa,Privilege Customer,2025-07-22
CARD_0503,CIF_1503,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-12-05
CARD_0504,CIF_1504,Debit,Debit Classic,Visa,UUTIEN Customer,2025-02-14
CARD_0505,CIF_1505,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-04-16
CARD_0506,CIF_1506,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-07-02
CARD_0507,CIF_1507,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-11-28
CARD_0508,CIF_1508,Credit,Credit Platinum Cashback,Visa,None,2025-04-08
CARD_0509,CIF_1509,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-03-04
CARD_0510,CIF_1510,Credit,Credit Platinum Cashback,Visa,None,2025-06-01
CARD_0511,CIF_1511,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-06-27
CARD_0512,CIF_1512,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-01-29
CARD_0513,CIF_1513,Credit,Credit Gold,Visa,UUTIEN Customer,2025-02-27
CARD_0514,CIF_1514,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-09-04
CARD_0515,CIF_1515,Credit,Credit Gold,Visa,UUTIEN Customer,2025-08-24
CARD_0516,CIF_1516,Debit,Debit Lotusmiles Virtual,Visa,None,2025-10-07
CARD_0517,CIF_1517,Credit,Credit Infinite,Visa,None,2025-02-15
CARD_0518,CIF_1518,Debit,Debit Digi,Visa,None,2025-11-10
CARD_0519,CIF_1519,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-04-04
CARD_0520,CIF_1520,Debit,Debit Digi,Visa,UUTIEN Customer,2025-12-16
CARD_0521,CIF_1521,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-07-18
CARD_0522,CIF_1522,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-04-23
CARD_0523,CIF_1523,Debit,Debit Privilege Signature,Visa,None,2025-06-13
CARD_0524,CIF_1524,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-03-21
CARD_0525,CIF_1525,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-06-16
CARD_0526,CIF_1526,Debit,Debit Digi,Visa,UUTIEN Customer,2025-05-28
CARD_0527,CIF_1527,Credit,Credit Infinite,Visa,Privilege Customer,2025-08-18
CARD_0528,CIF_1528,Credit,Credit Signature Privilege,Visa,None,2025-11-25
CARD_0529,CIF_1529,Debit,Debit Privilege Signature,Visa,None,2025-09-25
CARD_0530,CIF_1530,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-07-13
CARD_0531,CIF_1531,Debit,Debit Digi,Visa,Privilege Customer,2025-08-25
CARD_0532,CIF_1532,Debit,Debit Classic,Visa,UUTIEN Customer,2025-12-07
CARD_0533,CIF_1533,Debit,Debit Classic,Visa,None,2025-12-17
CARD_0534,CIF_1534,Credit,Credit Infinite,Visa,None,2025-11-20
CARD_0535,CIF_1535,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-01-04
CARD_0536,CIF_1536,Credit,Credit Signature Privilege,Visa,None,2025-02-19
CARD_0537,CIF_1537,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-09-21
CARD_0538,CIF_1538,Credit,Credit Gold,Visa,UUTIEN Customer,2025-02-02
CARD_0539,CIF_1539,Debit,Debit Digi,Visa,Privilege Customer,2025-09-25
CARD_0540,CIF_1540,Debit,Debit Privilege Signature,Visa,None,2025-12-14
CARD_0541,CIF_1541,Debit,Debit Digi,Visa,Privilege Customer,2025-06-02
CARD_0542,CIF_1542,Credit,Credit Gold,Visa,UUTIEN Customer,2025-06-04
CARD_0543,CIF_1543,Credit,Credit Gold,Visa,UUTIEN Customer,2025-05-24
CARD_0544,CIF_1544,Credit,Credit Gold,Visa,Privilege Customer,2025-01-26
CARD_0545,CIF_1545,Debit,Debit Classic,Visa,Privilege Customer,2025-05-09
CARD_0546,CIF_1546,Debit,Debit Classic,Visa,None,2025-09-14
CARD_0547,CIF_1547,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-09-30
CARD_0548,CIF_1548,Credit,Credit Gold,Visa,Privilege Customer,2025-05-04
CARD_0549,CIF_1549,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-12-24
CARD_0550,CIF_1550,Debit,Debit Privilege Signature,Visa,None,2025-01-05
CARD_0551,CIF_1551,Credit,Credit Signature Privilege,Visa,None,2025-10-08
CARD_0552,CIF_1552,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-10-02
CARD_0553,CIF_1553,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-05-02
CARD_0554,CIF_1554,Debit,Debit Digi,Visa,UUTIEN Customer,2025-11-12
CARD_0555,CIF_1555,Debit,Debit Lotusmiles Virtual,Visa,None,2025-06-17
CARD_0556,CIF_1556,Debit,Debit Classic,Visa,UUTIEN Customer,2025-03-31
CARD_0557,CIF_1557,Debit,Debit Classic,Visa,UUTIEN Customer,2025-02-15
CARD_0558,CIF_1558,Credit,Credit Signature Privilege,Visa,None,2025-04-29
CARD_0559,CIF_1559,Debit,Debit Classic,Visa,Privilege Customer,2025-11-23
CARD_0560,CIF_1560,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-10-23
CARD_0561,CIF_1561,Debit,Debit Privilege Signature,Visa,None,2025-03-19
CARD_0562,CIF_1562,Debit,Debit Digi,Visa,Privilege Customer,2025-02-02
CARD_0563,CIF_1563,Credit,Credit Gold,Visa,None,2025-04-21
CARD_0564,CIF_1564,Credit,Credit Infinite,Visa,None,2025-03-25
CARD_0565,CIF_1565,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-01-01
CARD_0566,CIF_1566,Credit,Credit Gold,Visa,Privilege Customer,2025-07-30
CARD_0567,CIF_1567,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-08-08
CARD_0568,CIF_1568,Debit,Debit Privilege Signature,Visa,None,2025-09-17
CARD_0569,CIF_1569,Credit,Credit Platinum Cashback,Visa,None,2025-07-06
CARD_0570,CIF_1570,Debit,Debit Privilege Signature,Visa,None,2025-04-05
CARD_0571,CIF_1571,Credit,Credit Gold,Visa,Privilege Customer,2025-08-06
CARD_0572,CIF_1572,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-08-03
CARD_0573,CIF_1573,Debit,Debit Classic,Visa,UUTIEN Customer,2025-02-09
CARD_0574,CIF_1574,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-04-07
CARD_0575,CIF_1575,Credit,Credit Gold,Visa,Privilege Customer,2025-11-02
CARD_0576,CIF_1576,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-12-29
CARD_0577,CIF_1577,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-08-30
CARD_0578,CIF_1578,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-05-23
CARD_0579,CIF_1579,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-12-05
CARD_0580,CIF_1580,Credit,Credit Platinum Cashback,Visa,None,2025-03-23
CARD_0581,CIF_1581,Credit,Credit Signature Privilege,Visa,None,2025-10-06
CARD_0582,CIF_1582,Debit,Debit Lotusmiles Virtual,Visa,None,2025-02-18
CARD_0583,CIF_1583,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-11-12
CARD_0584,CIF_1584,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-01-16
CARD_0585,CIF_1585,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-06-26
CARD_0586,CIF_1586,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-10-23
CARD_0587,CIF_1587,Debit,Debit Classic,Visa,None,2025-03-03
CARD_0588,CIF_1588,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-07-27
CARD_0589,CIF_1589,Debit,Debit Lotusmiles Virtual,Visa,None,2025-12-23
CARD_0590,CIF_1590,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-07-16
CARD_0591,CIF_1591,Debit,Debit Digi,Visa,UUTIEN Customer,2025-07-18
CARD_0592,CIF_1592,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-05-05
CARD_0593,CIF_1593,Debit,Debit Classic,Visa,UUTIEN Customer,2025-11-02
CARD_0594,CIF_1594,Debit,Debit Digi,Visa,UUTIEN Customer,2025-12-01
CARD_0595,CIF_1595,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-05-14
CARD_0596,CIF_1596,Credit,Credit Signature Privilege,Visa,None,2025-02-03
CARD_0597,CIF_1597,Credit,Credit Gold,Visa,None,2025-07-15
CARD_0598,CIF_1598,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-04-10
CARD_0599,CIF_1599,Debit,Debit Digi,Visa,Privilege Customer,2025-08-17
CARD_0600,CIF_1600,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-09-29
CARD_0601,CIF_1601,Debit,Debit Classic,Visa,Privilege Customer,2025-12-11
CARD_0602,CIF_1602,Credit,Credit Infinite,Visa,Privilege Customer,2025-11-16
CARD_0603,CIF_1603,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-12-07
CARD_0604,CIF_1604,Credit,Credit Gold,Visa,Privilege Customer,2025-08-19
CARD_0605,CIF_1605,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-11-21
CARD_0606,CIF_1606,Credit,Credit Gold,Visa,None,2025-10-18
CARD_0607,CIF_1607,Credit,Credit Infinite,Visa,Privilege Customer,2025-12-06
CARD_0608,CIF_1608,Credit,Credit Gold,Visa,UUTIEN Customer,2025-01-27
CARD_0609,CIF_1609,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-05-28
CARD_0610,CIF_1610,Debit,Debit Classic,Visa,UUTIEN Customer,2025-01-01
CARD_0611,CIF_1611,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-11-03
CARD_0612,CIF_1612,Debit,Debit Classic,Visa,Privilege Customer,2025-10-27
